track,album_name,artist,release_date,isrc,all_time_rank,track_score,spotify_streams,spotify_playlist_count,spotify_playlist_reach,spotify_popularity
A Thousand Years,A Thousand Years,Christina Perri,10/18/11,USAT21102141,964,49.2,"1,654,956,613","177,834","80,060,384",77
Danza Kuduro - Cover,ýýýýýýýýýýýýýýýýýýýýý - ýýýýýýýýýýýýýýýýýý -,MUSIC LAB JPN,6/9/24,TCJPA2463708,9,355.7,"1,653,018,119",1,15,
Danza Kuduro - Cover,CLUB SONG MIX 2023,MUSIC LAB JPN,11/10/23,TCJPX2395275,"1,261",42.2,"1,651,606,290",6,66,
Girls Like You (feat. Cardi B),Red Pill Blues (Deluxe),Maroon 5,11/3/17,USUM71805272,694,57.9,"1,650,167,380","145,231","35,076,065",66
Danza Kuduro - Cover,DON'T STOP WORKOUT -DJMIX-,DJ MIX NON-STOP CHANNEL,12/21/23,TCJPY2352543,859,52.4,"1,648,192,461",15,52,
Danza Kuduro - Cover,YOU&TUBE Over 100 million views,LOVE BGM JPN,6/13/23,TCJPV2350416,"3,038",25.2,"1,648,192,461",,,
Danza Kuduro - Cover,ýýýýýýýýýýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýýýýýýýýýýý,LOVE BGM JPN,5/14/24,TCJPA2406007,31,249.8,"1,645,079,292",,,
The Less I Know The Better,Currents,Tame Impala,7/17/15,AUUM71500303,"1,644",36.1,"1,644,031,037","368,350","80,916,788",79
Danza Kuduro - Cover,BEST CLUB 2023 TREND MIX,MUSIC LAB JPN,11/24/23,TCJPX2397668,"1,097",45.7,"1,642,258,500",11,127,
Danza Kuduro - Cover,WORK OUT MUSIC MIX,WORK OUT GYM - DJ MIX,10/20/23,TCJPX2359315,"1,478",38.1,"1,642,258,500",9,49,
Danza Kuduro - Cover,Let's Workout - Best Pop Hits -,WORK OUT GYM - DJ MIX,10/7/23,TCJPX2356080,"1,536",37.5,"1,642,258,500",5,36,
ROCKSTAR (feat. Roddy Ricch),BLAME IT ON BABY,DaBaby,4/17/20,USUM72007941,167,116.7,"1,638,836,101","272,933","50,425,049",70
All The Stars (with SZA),All The Stars (with SZA),Kendrick Lamar,1/4/18,USUM71713947,"1,304",41.2,"1,638,529,683","207,686","66,120,497",82
I Fall Apart,Stoney (Deluxe),Post Malone,12/9/16,USUM71614475,"1,683",35.6,"1,638,216,382","181,604","50,160,716",72
Titanium (feat. Sia),Nothing But The Beat,Sia,1/1/11,GB28K1100036,"1,031",47.4,"1,634,403,761","244,291","103,798,139",74
Hips Don't Lie (feat. Wyclef Jean),Oral Fixation Vol. 2,Shakira,1/1/05,USSM10600677,"2,257",30.1,"1,631,152,967","261,693","142,426,948",80
Danza Kuduro - Cover,A collection of Western music that will get you excited,MUSIC LAB JPN,11/15/23,TCJPX2396779,355,86.6,"1,627,429,837",12,163,
Danza Kuduro - Cover,ýýýýýý ýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýý - ýýýýýý&ýýýýýý POPS ýýýýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýýýýý -,MUSIC LAB JPN,2/3/23,TCJPT2289709,"1,724",37.5,"1,627,429,837",1,3,
Passionfruit,More Life,Drake,3/18/17,USCM51700072,"1,309",41.1,"1,625,307,365","288,559","72,837,714",77
HIGHEST IN THE ROOM,HIGHEST IN THE ROOM,Travis Scott,10/4/19,USSM11904276,443,73.2,"1,625,149,693","304,394","58,905,241",78
I Like It,Invasion of Privacy,Cardi B,4/6/18,USAT21801431,"1,439",38.8,"1,624,314,065","175,421","77,421,150",72
Cake By The Ocean,Pop Music Best Hit 2012-16's VOL18,DNCE,1/1/12,USUM71514637,"2,863",26.1,"1,623,436,416","181,003","87,263,572",76
Cake By The Ocean - Cover,Western music that excites driving,LOVE BGM JPN,10/24/23,TCJPX2359697,"1,521",37.7,"1,622,824,522",,,
Cake By The Ocean - Cover,Tik Toker Popular Playlist,MUSIC LAB JPN,6/1/23,TCJPW2320943,"3,414",23.5,"1,621,055,370",1,48,
Cake By The Ocean - Cover,Tik Toker Party Hits,MUSIC LAB JPN,10/5/23,TCJPX2358241,"1,753",34.8,"1,619,109,147",,,
Cake By The Ocean - Cover,TIK & TOK DANCE MIX,MUSIC LAB JPN,5/12/23,TCJPV2340443,"3,707",22.2,"1,617,307,191",,,
Cake By The Ocean - Cover,YARIRAFI MEDLEY BEST30,MUSIC LAB JPN,3/29/23,TCJPU2360314,"4,507",19.6,"1,615,456,412",,,
All Girls Are The Same,All Girls Are The Same,Juice WRLD,4/13/18,USUG11800651,439,73.5,"1,615,353,665","219,797","40,289,611",76
Fuck Love (feat. Trippie Redd),17,XXXTENTACION,8/25/17,USUYG1156898,319,85.6,"1,615,274,494","203,617","35,375,009",79
Redbone,Redbone,Childish Gambino,11/17/16,USYAH1600107,489,69.6,"1,615,152,539","377,159","51,251,842",76
Cake By The Ocean - Cover,SEXY BEACH SONGS,MUSIC LAB JPN,5/28/23,TCJPV2335795,"2,540",28.5,"1,614,203,949",,,
Cake By The Ocean - Cover,FOLIAGE PLANT selected by KIKO,epi records,2/16/23,TCJPU2357716,"3,537",23.3,"1,614,203,949",1,,
Peaches (feat. Daniel Caesar & Giveon),Justice,Justin Bieber,3/19/21,USUM72102636,148,125.2,"1,612,286,123","282,719","97,390,961",74
Cake By The Ocean - Cover,NEW TIK&TOK - BUZZ BEST -,MUSIC LAB JPN,6/7/23,TCJPV2340543,"1,103",48.2,"1,611,084,670",,,
See You Again (feat. Kali Uchis),Flower Boy,"Tyler, The Creator",7/21/17,USQX91701275,"1,456",38.4,"1,610,423,351","283,537","75,314,202",84
I Ain't Worried,"I Ainï¿½ï¿½ï¿½t Worried (Music From The Motion Pi'Top Gun: Maverick'"")""",OneRepublic,5/13/22,USUM72206227,127,136.2,"1,607,421,145","212,406","160,444,270",83
deja vu,deja vu,Olivia Rodrigo,4/1/21,USUG12101240,355,81.3,"1,606,975,517","172,376","64,346,126",80
Woman,Planet Her,Doja Cat,6/25/21,USRC12101532,211,105.2,"1,606,950,381","217,443","95,985,096",78
Falling,Falling,Trevor Daniel,10/5/18,USUYG1221109,367,80,"1,606,023,895","225,643","32,822,629",71
High Hopes,High Hopes On Saturday Night,Panic! At The Disco,5/23/18,USAT21801174,678,58.7,"1,602,076,880","207,598","99,517,459",75
Beggin',Chosen,Mï¿½ï¿½ne,12/8/17,ITB001700846,413,75.4,"1,601,293,263","358,760","75,186,063",79
What Do You Mean?,Full Circle: The Live Anthology,Justin Bieber,11/20/11,USUM71511919,"1,282",41.6,"1,599,742,798","137,106","54,447,816",74
Mask Off,EPIC AF,Future,1/1/17,USSM11701444,614,61.3,"1,596,770,801","281,838","66,110,271",77
Set Fire to the Rain,More Music 2011,Adele,1/1/11,GBBKS1000348,"1,518",37.7,"1,595,514,674","186,319","52,679,491",77
Silence,Silence,Marshmello,8/11/17,USRC11701901,741,56.3,"1,592,440,653","188,349","52,573,571",77
Everybody Dies In Their Nightmares,17,XXXTENTACION,8/25/17,USUYG1156894,"1,812",34.2,"1,590,659,204","203,764","34,418,293",77
Pompeii,Bad Blood (The Extended Cut),Bastille,1/1/13,GBAAA1200795,"1,434",38.9,"1,590,278,292","259,895","65,869,505",71
Party In The U.S.A.,The Time Of Our Lives (International Version),Miley Cyrus,1/1/09,USHR10924519,"2,695",27.1,"1,587,114,096","210,519","147,125,974",76
Ghost,Justice,Justin Bieber,3/19/21,USUM72102635,283,91.5,"1,586,830,204","151,923","73,574,395",80
IDGAF,Dua Lipa (Deluxe),Dua Lipa,6/2/17,GBAHT1600301,"3,675",22.4,"1,583,012,380","108,894","36,019,109",71
IDGAF,IDGAF,Lucixn,2/13/23,QZLBC2302548,"3,950",21.8,"1,577,904,955",1,23,
"Taki Taki (feat. Selena Gomez, Ozuna & Cardi B)",Taki Taki,DJ Snake,9/28/18,USUG11802029,446,73,"1,570,233,605","37,830","10,568,342",65
"Taki Taki (with Selena Gomez, Ozuna & Cardi B)","Taki Taki (with Selena Gomez, Ozuna & Cardi B)",DJ Snake,9/28/18,USUG11801723,"2,766",26.7,"1,569,891,590","133,300","51,381,606",66
Shivers,#NAME?,Ed Sheeran,1/1/20,GBAHS2100671,330,84.4,"1,568,058,093","188,855","77,441,110",77
traitor,SOUR,Olivia Rodrigo,5/21/21,USUG12101243,550,65.5,"1,564,979,439","150,597","73,290,053",80
Anti-Hero,Midnights,Taylor Swift,10/21/22,USUG12205736,91,161.8,"1,563,224,246","117,005","97,456,780",80
Dandelions,Dandelions,Ruth B.,4/28/17,USSM11703468,"2,383",29.2,"1,561,518,107","183,674","67,708,124",82
Halo,I AM...SASHA FIERCE - Platinum Edition,Beyoncï¿,1/1/08,USSM10804556,"4,309",20.3,"1,556,326,643","167,145","91,569,550",68
Unholy (feat. Kim Petras),Unholy (feat. Kim Petras),Sam Smith,9/22/22,GBUM72205415,60,189.1,"1,556,275,789","210,583","95,974,138",74
Hello,Hello,Adele,10/23/15,GBBKS1500214,"1,186",43.6,"1,550,553,401","140,637","42,531,792",68
Save Your Tears (with Ariana Grande) (Remix),After Hours (Deluxe),The Weeknd,3/20/20,USUG12101839,884,51.4,"1,549,317,525","178,149","71,174,158",73
Night Changes,FOUR (Deluxe),One Direction,11/17/14,GBHMU1400165,"2,179",30.7,"1,548,151,634","154,325","92,409,509",83
Umbrella,Good Girl Gone Bad,Rihanna,1/1/07,USUM70736771,"3,340",23.8,"1,535,595,924","236,327","123,654,318",77
"Love Me Like You Do - From 'Fifty Shades Of Grey'""""","Love Me Like You Do (From 'Fifty Shades Of Grey'"")""",Ellie Goulding,2/1/15,GBUM71406823,"2,193",30.6,"1,532,983,094","116,546","49,188,494",70
Sign of the Times,Sign of the Times,Harry Styles,4/7/17,USSM11703595,743,56.2,"1,532,653,504","191,817","85,380,382",76
"Love Me Like You Do - From 'Fifty Shades Of Grey'""""",Now That's What I Call Music! 91,Ellie Goulding,7/24/15,GBUM71406894,"1,617",36.5,"1,532,640,437",238,"104,606",6
Love The Way You Lie,538 Hitzone 55,Eminem,1/1/10,USUM71015397,784,54.7,"1,532,052,160","236,943","76,167,038",79
2002,Speak Your Mind,Anne-Marie,1/1/15,GBAHS1800094,"3,160",24.5,"1,531,490,541","115,663","31,287,443",73
Rockabye (feat. Sean Paul & Anne-Marie),Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,10/21/16,GBAHS1600363,310,86.6,"1,528,107,667","170,648","55,710,071",73
Young Dumb & Broke,The RCA-List (Vol. 5),Khalid,1/1/17,USRC11700144,881,51.4,"1,527,159,800","187,813","83,108,168",76
Old Town Road - Remix,Old Town Road,Lil Nas X,4/5/19,USSM11902498,404,76.2,"1,527,106,099","186,252","34,012,219",68
Psycho,Psycho (feat. Ty Dolla $ign),Post Malone,2/23/18,USUM71710836,650,59.5,"1,517,935,273","183,827","31,780,671",70
Titï¿½ï¿½ Me Pregu,Un Verano Sin Ti,Bad Bunny,5/6/22,QM6MZ2214878,89,163.1,"1,514,239,759","190,692","77,283,361",77
Ric Flair Drip (with Metro Boomin),Without Warning,Offset,10/30/17,QZ45A1700064,"1,338",40.7,"1,506,766,477","257,640","63,705,857",80
The Middle,The Middle,Zedd,1/23/18,USUM71800463,"1,432",38.9,"1,503,269,550","135,666","65,498,300",72
Enemy (with JID) - from the series Arcane League of Legends,Mercury - Act 1,Imagine Dragons,9/3/21,USUM72119916,495,69.2,"1,502,382,072","240,419","57,503,380",75
Pepas,Pepas,Farruko,6/24/21,USSD12100307,82,167.3,"1,500,499,584","359,502","125,112,486",74
Summer,Todo Exitos 2014 (Los Nï¿½ï¿½mero 1 Del A,Calvin Harris,1/1/14,GBARL1400296,935,49.8,"1,497,564,072","255,037","105,180,321",81
Tusa,Tusa,KAROL G,11/7/19,USUM71921183,323,85.2,"1,497,511,486","157,185","59,187,880",68
A Sky Full of Stars,Los Nï¿½ï¿½meros 1 De 40 (El Disco De Los ï¿½ï,Coldplay,1/1/14,GBAYE1400217,"3,421",23.4,"1,490,987,063","203,270","92,755,562",81
Pepas,Pepas - Single,Farruko,8/20/22,QZN882262975,"2,974",27.3,"1,490,710,634",11,"1,849",
Drip Too Hard (Lil Baby & Gunna),Drip Too Hard,Lil Baby,9/12/18,USUG11801811,252,97.5,"1,486,929,795","266,128","52,476,635",76
Needed Me,ANTI (Deluxe),Rihanna,1/28/16,QM5FT1600118,"4,308",20.3,"1,483,572,312","155,595","58,419,207",77
Love On The Brain,ANTI (Deluxe),Rihanna,1/28/16,QM5FT1600120,"1,943",32.8,"1,480,311,407","162,952","72,991,098",78
Mi Gente,Mi Gente,J Balvin,6/30/17,FR22F1701790,257,96.4,"1,478,442,472","189,504","45,240,294",69
Timber (feat. Ke$ha),Greatest Hits,Pitbull,1/1/09,USRC11301695,"1,850",33.8,"1,477,150,302","241,550","126,126,362",79
Money Trees,"good kid, m.A.A.d city (Deluxe)",Kendrick Lamar,1/1/12,USUM71210785,"2,167",30.8,"1,476,217,041","352,198","59,811,242",75
ROXANNE,ROXANNE,Arizona Zervas,10/10/19,USSM11914320,939,49.7,"1,474,968,552","170,595","31,145,335",68
Let You Down,Let You Down,NF,9/15/17,USUM71708226,"1,034",47.2,"1,472,430,869","187,536","40,032,849",73
One Last Time,My Everything,Ariana Grande,8/21/14,USUM71409723,"2,243",30.2,"1,465,918,510","110,953","65,876,311",77
Moves Like Jagger - Studio Recording From The Voice Performance,Hands All Over (Revised Asia Standard Version),Maroon 5,1/1/10,USUM71109132,"1,598",36.7,"1,461,578,587","216,137","99,533,361",76
Stolen Dance,Die Ultimative Chartshow - Hits 2013,Milky Chance,1/1/13,DEL211300741,"2,558",28,"1,460,945,792","331,171","51,661,945",76
Symphony (feat. Zara Larsson),Symphony (feat. Zara Larsson),Clean Bandit,3/16/17,GBAHS1700199,954,49.3,"1,456,894,713","141,677","49,274,720",71
Godzilla (feat. Juice WRLD),Music To Be Murdered By,Eminem,1/17/20,USUM72000788,572,63.7,"1,456,635,235","241,715","56,568,076",78
In The Name Of Love,Pacha 2017,Martin Garrix,10/23/15,NLM5S1600003,637,60.4,"1,452,194,416","164,935","69,180,262",75
Callaita,Callaita,Bad Bunny,5/31/19,QM6N21919851,638,60,"1,448,173,030","156,477","70,813,159",70
Dark Horse,PRISM,Katy Perry,1/1/13,USUM71311296,"3,162",24.5,"1,445,950,326","185,843","59,242,561",74
Summertime Sadness,Born To Die (Deluxe Version),Lana Del Rey,1/1/11,GBUM71111565,"2,606",27.7,"1,442,872,605","204,954","53,282,968",79
Hope,?,XXXTENTACION,3/16/18,USUG11800447,519,67.8,"1,442,703,001","201,082","35,338,608",78
you broke me first,you broke me first,Tate McRae,4/17/20,USRC12000832,409,75.6,"1,439,465,700","169,076","47,204,234",77
Hall of Fame (feat. will.i.am),NRJ Hits 17,The Script,1/1/12,GBARL1201055,"2,465",28.7,"1,438,795,892","180,669","67,730,386",78
FRIENDS,Speak Your Mind,Marshmello,1/1/15,GBAHS1800025,"1,399",39.6,"1,436,709,386","148,480","33,658,538",70
Friends,FRIENDS,Marshmello,2/9/18,GBAHS1800051,"1,869",33.6,"1,436,709,386","1,231","419,951",31
Ni**as In Paris,Watch the Throne (Deluxe),JAY-Z,1/1/11,USUM71111621,"2,899",25.9,"1,436,087,930","296,520","56,557,390",76
Daddy Issues,Wiped Out!,The Neighbourhood,10/30/15,USSM11506747,"2,627",27.5,"1,435,372,572","239,555","84,147,867",80
positions,positions,Ariana Grande,10/23/20,USUM72019412,368,80,"1,432,830,108","139,215","53,934,095",74
In My Mind,In My Mind,Dynoro,11/15/17,QZ22B1859046,567,63.8,"1,432,473,324","235,239","70,280,564",74
Look At Me!,Look At Me!,XXXTENTACION,2/20/17,USUYG1131080,"1,864",33.7,"1,432,465,000","178,342","32,522,476",75
"Young, Wild & Free (feat. Bruno Mars)","Young, Wild & Free (feat. Bruno Mars)",Snoop Dogg,10/21/11,USAT21102233,"3,344",23.7,"1,431,126,152","79,665","12,101,555",65
"Young, Wild & Free (feat. Bruno Mars)","Young, Wild & Free (feat. Bruno Mars)",Snoop Dogg,10/11/11,USAT21102232,"3,679",22.4,"1,431,126,152","247,483","44,736,824",70
It Ain't Me (with Selena Gomez),It Ain't Me (with Selena Gomez),Kygo,2/16/17,SEBGA1700015,"2,205",30.5,"1,430,439,855","150,179","55,438,878",71
Work from Home (feat. Ty Dolla $ign),Pop Party,Fifth Harmony,1/1/16,USSM11600251,535,66.4,"1,429,277,695","126,593","41,728,493",71
Lush Life,Lush Life,Zara Larsson,6/5/15,SEWEE1500509,"3,687",22.3,"1,429,205,245","151,855","83,732,411",78
Side To Side,Dangerous Woman,Ariana Grande,4/1/16,USUM71602107,680,58.6,"1,427,792,654","120,921","38,322,144",70
Sex on Fire,Balance Le Son,Kings of Leon,1/1/08,USRC10800300,"3,116",24.7,"1,427,050,913","265,075","101,832,484",79
24K Magic,24K Magic,Bruno Mars,10/7/16,USAT21602944,"1,340",40.6,"1,425,996,809","175,419","63,087,960",77
24K Magic,"NOW That''s What I Call Music, Vol. 61",Bruno Mars,1/27/17,USAT21603246,"1,882",33.5,"1,425,996,809",995,"505,357",32
I Gotta Feeling,The E.N.D. (The Energy Never Dies),Black Eyed Peas,1/1/09,USUM70965169,"2,817",26.4,"1,423,655,688","306,620","108,479,481",76
Scars To Your Beautiful,Know-It-All,Alessia Cara,11/13/15,USUM71506811,"1,201",43.2,"1,422,563,654","129,568","38,951,634",71
Ojitos Lindos,Un Verano Sin Ti,Bad Bunny,5/6/22,QM6MZ2214888,188,110.7,"1,421,763,497","152,592","62,313,059",78
Diamonds,Unapologetic (Edited Version),Rihanna,1/1/12,USUM71211793,"1,063",46.5,"1,419,912,461","180,128","62,951,327",70
Lover,Lover,Taylor Swift,8/16/19,USUG11901473,"1,507",37.8,"1,413,268,808","104,435","94,697,921",81
Sucker,Sucker,Jonas Brothers,3/1/19,USUG11900515,775,55,"1,411,856,834","128,280","42,394,972",73
I Love You So,I Love You So,The Walters,11/28/14,TCACC1438995,"2,394",29.2,"1,410,353,130","218,492","59,487,193",83
Shake It Off,1989 (Deluxe),Taylor Swift,1/1/14,USCJY1431349,593,62.3,"1,409,692,678","162,649","73,697,294",74
Feel Good Inc.,Demon Days,Gorillaz,5/23/05,GBAYE0500172,"3,548",22.8,"1,407,382,497","357,484","72,604,627",78
"i hate u, i love u (feat. olivia o''brien)","i hate u, i love u (feat. olivia o''brien)",gnash,2/17/16,USAT21601051,"2,354",29.4,"1,405,772,026","122,979","53,743,248",70
Californication,Californication (Deluxe Version),Red Hot Chili Peppers,6/8/99,USWB19900690,"3,730",22.2,"1,405,353,677","276,377","115,315,508",79
Work,ANTI (Deluxe),Rihanna,1/28/16,QM5FT1600116,799,54.2,"1,399,521,364","144,823","46,076,265",73
Yonaguni,Yonaguni,Bad Bunny,6/4/21,QM6P42169803,295,88.6,"1,398,634,184","177,082","44,848,091",71
Waiting For Love,Ibiza Residence 2015,Avicii,1/1/15,CHB701400134,"1,263",42.1,"1,397,975,653","205,128","62,368,816",74
Beautiful People (feat. Khalid),Beautiful People (feat. Khalid),Ed Sheeran,6/28/19,GBAHS1900885,"1,775",34.6,"1,394,345,347","119,546","43,578,048",66
Call Me Maybe,Kiss,Carly Rae Jepsen,1/1/12,CAB391100615,960,49.2,"1,394,048,309","211,162","114,187,117",77
Calm Down (with Selena Gomez),Calm Down (with Selena Gomez),Rema,8/25/22,NGA3B2214021,53,198,"1,391,688,322","163,876","130,963,116",77
Calm Down Baby,Calm Down Baby - Single,DJ Laxman,1/12/24,FR10S2458617,989,48.4,"1,389,772,733",1,1,
In My Feelings,Scorpion,Drake,6/29/18,USCM51800206,766,55.4,"1,389,607,643","179,820","36,937,605",68
BUTTERFLY EFFECT,EPIC AF,Travis Scott,1/1/17,USSM11704799,"1,028",47.4,"1,388,024,799","219,410","37,089,107",79
Meant to Be (feat. Florida Georgia Line),All Your Fault: Pt. 2,Bebe Rexha,8/11/17,USWB11701181,805,54,"1,382,191,196","119,969","51,471,665",66
"Happy - From 'Despicable Me 2'""""",538 Hitzone Best Of 2013,Pharrell Williams,1/1/13,USQ4E1300686,476,70.4,"1,379,786,786","204,118","68,556,599",75
Location,Location,Khalid,5/24/16,TCACO1662934,760,55.6,"1,369,299,352","169,370","32,275,029",71
Into You,Dangerous Woman,Ariana Grande,4/1/16,USUM71601827,"1,571",37,"1,368,497,471","112,014","38,138,998",72
No Me Conoce - Remix,No Me Conoce (Remix),Jhay Cortez,5/17/19,USUM71908293,"2,322",29.7,"1,367,265,268","135,811","46,929,639",75
changes,changes,XXXTENTACION,3/2/18,USUG11800211,729,56.8,"1,366,479,990","171,651","36,731,138",70
Animals,Full Circle: The Live Anthology,Maroon 5,11/20/11,USUM71409576,"1,772",34.6,"1,365,755,853","183,681","46,890,920",74
Best Part (feat. H.E.R.),Freudian,Daniel Caesar,8/25/17,CADDS1700022,"1,516",37.7,"1,362,614,026","183,645","51,977,530",79
Wolves,Wolves,Selena Gomez,10/25/17,USUM71712103,"1,200",43.3,"1,358,424,406","123,735","33,188,573",71
Taste (feat. Offset),Taste (feat. Offset),Tyga,5/16/18,USUYG1198481,338,83.1,"1,358,105,253","217,189","31,143,734",69
Revenge,Revenge,XXXTENTACION,5/18/17,USUYG1142409,"2,955",25.6,"1,356,969,354","13,248","2,447,818",53
Revenge,17,XXXTENTACION,8/25/17,USUYG1156895,"3,867",21.7,"1,356,969,354","184,465","30,276,013",81
Ransom,Ransom,Lil Tecca,5/22/19,QZ85M1940160,307,86.8,"1,355,971,796","198,992","52,412,236",77
Better,Better,Khalid,9/14/18,USRC11803179,736,56.5,"1,355,539,058","108,485","20,494,060",72
Con Calma,Con Calma,Daddy Yankee,1/24/19,US2BU1900125,236,101.4,"1,353,028,938","160,122","52,701,166",73
Mercy,Mercy,Shawn Mendes,8/18/16,USUM71603531,"2,727",26.9,"1,351,515,181","114,379","33,997,882",74
Classic,MKTO,MKTO,1/1/12,USSM11301446,"3,922",21.6,"1,350,428,257","172,980","88,942,487",78
Ride It,Ride It,Regard,7/26/19,GBCEN1900047,382,78.2,"1,349,427,877","220,002","106,549,747",76
Dancing With A Stranger (with Normani),Dancing With A Stranger (with Normani),Sam Smith,1/11/19,GBUM71807386,663,59.1,"1,349,115,675","113,525","53,504,146",71
More Than You Know,More Than You Know,Axwell /\ Ingrosso,5/24/17,GBUM71701735,"3,218",24.3,"1,346,174,222","180,267","66,781,268",75
LOVE. FEAT. ZACARI.,DAMN.,Kendrick Lamar,4/14/17,USUM71703088,"2,014",32.1,"1,343,672,718","207,632","54,635,449",79
Castle on the Hill,Castle on the Hill,Ed Sheeran,1/6/17,GBAHS1600462,"1,635",36.2,"1,340,305,216","128,114","42,923,398",73
Todo De Ti,Todo De Ti,Rauw Alejandro,5/20/21,USSD12100202,249,98,"1,339,352,060","188,874","76,063,128",75
Creepin' (with The Weeknd & 21 Savage),HEROES & VILLAINS,Metro Boomin,12/2/22,USUG12208791,57,192.3,"1,337,619,917","228,295","64,806,723",80
Bang Bang,Todo Exitos 2014 (Los Nï¿½ï¿½mero 1 Del A,Jessie J,1/1/14,USUM71409737,"2,895",25.9,"1,336,196,012","120,161","65,089,226",72
Sure Thing,All I Want Is You,Miguel,5/25/10,USJI10800160,"2,362",29.3,"1,335,928,309","190,857","100,835,580",81
Hotline Bling,Hotline Bling,Drake,7/31/15,USCM51500238,"1,588",36.7,"1,335,494,972","205,003","49,738,762",72
